"subplot_id","year","speriod","shrub_bio_ttl","shrub_1hr","shrub_10hr","herb_fuel_live_wd","herb_fuel_dead_wd","ispace_litter_load_wd","herb_fuel_stand_wd","tree_dns_ttl_JUOS","tree_dns_lt5_JUOS","tree_dns_5_50_JUOS","tree_dns_gt50_JUOS","tree_dns_ttl_PIED","tree_dns_lt5_PIED","tree_dns_5_50_PIED","tree_dns_gt50_PIED","tree_dns_ttl_PIMO","tree_dns_lt5_PIMO","tree_dns_5_50_PIMO","tree_dns_gt50_PIMO","can_cover_pt_tree","can_cover_pt_shrub","can_cover_pt_pgrass","can_cover_pt_pforb","can_cover_pt_agrass","can_cover_pt_aforb","can_cover_pt_forb","tree_cover_ttl","tree_cvr_JUOS","tree_cvr_PIED","rcode","scode","pcode","ptype","sp_number","treatment"
"JP-ON-GC034","10","001",0,0,0,421,69,16,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,5,11,11.3,0,NA,NA,NA,"JP","ON","G","CP","034","BM"
"JP-ON-GC034","12","001",-2333,-1084,-1330,205,376,75,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,8.7,13.7,1.3,6.7,1.7,0,NA,NA,NA,"JP","ON","G","CP","034","BM"
"JP-ON-GC034","16","001",-4169,-1345,-2124,768,117,2091,NA,96,0,56,40,0,0,0,0,0,0,0,0,1,16,16.7,1.7,6.3,9.7,0,0.3,0.3,0,"JP","ON","G","CP","034","BM"
"JP-SC-GC001","06","001",0,0,0,80,3,5,NA,379,0,56,323,0,0,0,0,0,0,0,0,0,10,10.3,0,23.7,4.7,0,50.3,50.3,0,"JP","SC","G","CP","001","BM"
"JP-SC-GC001","07","001",-780,-399,-472,536,141,211,NA,0,0,0,0,0,0,0,0,0,0,0,0,19.7,8.7,10.3,0.3,31,4.7,0,NA,NA,NA,"JP","SC","G","CP","001","BM"
"JP-SC-GC001","08","001",-501,-268,-329,384,35,176,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,4,14,0.3,11.3,2.7,0,NA,NA,NA,"JP","SC","G","CP","001","BM"
"JP-SC-GC001","09","001",-765,-375,-493,715,0,21,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,8.3,31.3,0.3,25.7,12.3,0,NA,NA,NA,"JP","SC","G","CP","001","BM"
"JP-SC-GC001","10","001",-617,-356,-402,931,11,51,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,5.7,22,0.3,44,13.7,0,NA,NA,NA,"JP","SC","G","CP","001","BM"
"JP-SC-GC001","12","001",-658,-374,-465,320,285,64,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,25.3,1,25.7,5.3,0,NA,NA,NA,"JP","SC","G","CP","001","BM"
"JP-SC-GC001","13","001",-934,-524,-661,373,29,37,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,11.7,29,0.3,29,8.3,0,NA,NA,NA,"JP","SC","G","CP","001","BM"
"JP-SC-GC001","17","001",-805,-770,-1007,784,80,773,NA,30,0,0,30,0,0,0,0,0,0,0,0,0,10,33,0.3,5.7,19,0,0.1,0.1,0,"JP","SC","G","CP","001","BM"
"JP-SC-GC002","06","001",0,0,0,61,13,29,NA,248,0,56,192,0,0,0,0,0,0,0,0,0,6.3,11.7,1,21,2,0,26.5,26.5,0,"JP","SC","G","CP","002","BM"
"JP-SC-GC002","07","001",-831,-515,-472,315,40,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,24,6.3,6.7,0,30,14.3,0,NA,NA,NA,"JP","SC","G","CP","002","BM"
"JP-SC-GC002","08","001",-280,-248,-232,360,0,51,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,15.3,1,12.3,4.3,0,NA,NA,NA,"JP","SC","G","CP","002","BM"
"JP-SC-GC002","09","001",-441,-326,-497,1061,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,16.3,0.3,31.3,1.3,0,NA,NA,NA,"JP","SC","G","CP","002","BM"
"JP-SC-GC002","10","001",-532,-381,-424,995,5,11,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,18,2.3,46.7,7.7,0,NA,NA,NA,"JP","SC","G","CP","002","BM"
"JP-SC-GC002","12","001",-652,-363,-467,349,141,80,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,13.7,2.3,20,5.3,0,NA,NA,NA,"JP","SC","G","CP","002","BM"
"JP-SC-GC002","13","001",-303,-527,-615,395,11,35,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31.7,4.7,26.7,8,0,NA,NA,NA,"JP","SC","G","CP","002","BM"
"JP-SC-GC002","17","001",-564,-741,-723,291,21,181,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,21.2,27.1,2.9,8.8,25.4,0,NA,NA,NA,"JP","SC","G","CP","002","BM"
"JP-SC-GC003","06","001",0,0,0,147,69,56,NA,157,0,56,101,10,0,0,10,0,0,0,0,0,7.7,8.3,2,7,5,0,9.1,9,0.1,"JP","SC","G","CP","003","BM"
"JP-SC-GC003","07","001",-973,-721,-804,525,45,171,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.3,8,15.7,2.3,13,8.7,0,NA,NA,NA,"JP","SC","G","CP","003","BM"
"JP-SC-GC003","08","001",-765,-700,-780,565,155,96,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,3.3,7.7,1,0,NA,NA,NA,"JP","SC","G","CP","003","BM"
"JP-SC-GC003","09","001",-1535,-998,-1299,611,35,51,NA,111,0,111,0,0,0,0,0,0,0,0,0,0,10,27,4.7,12.3,1.3,0,NA,NA,NA,"JP","SC","G","CP","003","BM"
"JP-SC-GC003","10","001",-1117,-785,-822,765,21,40,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,9.7,29.7,7.3,21.3,11.7,0,NA,NA,NA,"JP","SC","G","CP","003","BM"
"JP-SC-GC003","12","001",-1238,-835,-927,264,NA,125,NA,111,0,111,0,0,0,0,0,0,0,0,0,0.3,13.7,33,2.7,16,14,0,NA,NA,NA,"JP","SC","G","CP","003","BM"
"JP-SC-GC003","13","001",-2204,-1388,-1451,339,67,48,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,38,4.3,18.7,8.7,0,NA,NA,NA,"JP","SC","G","CP","003","BM"
"JP-SC-GC003","17","001",-1280,-804,-923,539,32,269,NA,66,0,56,10,0,0,0,0,0,0,0,0,0,13.7,30.7,5.7,0,15,0,0,0,0,"JP","SC","G","CP","003","BM"
"JP-SC-GC004","06","001",0,0,0,69,69,77,NA,61,0,0,61,0,0,0,0,0,0,0,0,0,11.3,15.7,0,16,4,0,8.7,8.7,0,"JP","SC","G","CP","004","BM"
"JP-SC-GC004","07","001",-1336,-1206,-1426,429,35,91,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.3,13.7,27,1,22,14,0,NA,NA,NA,"JP","SC","G","CP","004","BM"
"JP-SC-GC004","08","001",-1268,-1113,-1235,421,45,75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,36.7,2.3,8.7,4.3,0,NA,NA,NA,"JP","SC","G","CP","004","BM"
"JP-SC-GC004","09","001",-2617,-1776,-2246,1021,40,85,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.7,9.7,55,2,17.3,4.7,0,NA,NA,NA,"JP","SC","G","CP","004","BM"
"JP-SC-GC004","10","001",-2453,-2044,-1657,720,45,64,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,33.7,2,18.3,6,0,NA,NA,NA,"JP","SC","G","CP","004","BM"
"JP-SC-GC004","12","001",-1812,-1468,-1728,296,405,69,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,41.3,2.3,6.3,3.7,0,NA,NA,NA,"JP","SC","G","CP","004","BM"
"JP-SC-GC004","13","001",2406,1703,2220,312,56,43,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,47.7,4,13.3,8.3,0,NA,NA,NA,"JP","SC","G","CP","004","BM"
"JP-SC-GC004","17","001",-2397,-1545,-1784,744,72,144,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46.3,3,0.3,12,0,NA,NA,NA,"JP","SC","G","CP","004","BM"
"JP-SC-GC005","06","001",0,0,0,75,59,53,NA,157,0,56,101,0,0,0,0,0,0,0,0,0,10.7,17.3,0.3,4.3,8.7,0,16.1,16.1,0,"JP","SC","G","CP","005","BM"
"JP-SC-GC005","07","001",-2816,-1573,-2102,251,40,45,NA,0,0,0,0,0,0,0,0,0,0,0,0,11,11,25.3,3.3,5.3,9.7,0,NA,NA,NA,"JP","SC","G","CP","005","BM"
"JP-SC-GC005","08","001",-1878,-865,-997,365,0,29,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,6.3,10.7,1,0,1.3,0,NA,NA,NA,"JP","SC","G","CP","005","BM"
"JP-SC-GC005","09","001",-1690,-838,-1111,971,85,144,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,7.1,37.5,2.5,4.6,7.5,0,NA,NA,NA,"JP","SC","G","CP","005","BM"
"JP-SC-GC005","10","001",-2634,-1168,-1399,664,96,85,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,11.3,34.3,2.7,7,8,0,NA,NA,NA,"JP","SC","G","CP","005","BM"
"JP-SC-GC005","12","001",-1263,-616,-782,296,261,104,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,14.3,34,1.3,3.3,1.7,0,NA,NA,NA,"JP","SC","G","CP","005","BM"
"JP-SC-GC005","13","001",-1449,-823,-1061,240,5,88,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,14,45,2.3,8,5.7,0,NA,NA,NA,"JP","SC","G","CP","005","BM"
"JP-SC-GC005","17","001",-1836,-931,-1311,1101,51,808,NA,10,0,0,10,10,0,0,10,0,0,0,0,0,13.3,46,2,0.3,8.7,0,0,0,0,"JP","SC","G","CP","005","BM"
"JP-SC-GC006","06","001",0,0,0,168,152,48,NA,61,0,0,61,0,0,0,0,0,0,0,0,0,13,15.3,0.7,1.3,6,0,9.7,9.7,0,"JP","SC","G","CP","006","BM"
"JP-SC-GC006","07","001",-2134,-1340,-1729,251,29,21,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.3,12.7,27,1.3,5.7,13.7,0,NA,NA,NA,"JP","SC","G","CP","006","BM"
"JP-SC-GC006","08","001",-2058,-1255,-1529,480,141,61,NA,945,889,56,0,0,0,0,0,0,0,0,0,0,11.7,33,2.7,0.3,0.3,0,NA,NA,NA,"JP","SC","G","CP","006","BM"
"JP-SC-GC006","09","001",-1690,-1198,-1435,995,120,75,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,10.7,46.3,2,4.7,10.7,0,NA,NA,NA,"JP","SC","G","CP","006","BM"
"JP-SC-GC006","10","001",-3132,-2066,-2091,1069,35,165,NA,56,0,56,0,0,0,0,0,0,0,0,0,0.3,10.3,41,3,7.7,4.7,0,NA,NA,NA,"JP","SC","G","CP","006","BM"
"JP-SC-GC006","12","001",-2670,-1935,-2085,405,181,75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,44.7,1.3,2.3,0.3,0,NA,NA,NA,"JP","SC","G","CP","006","BM"
"JP-SC-GC006","13","001",-1604,-1047,-1370,459,101,40,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,19.3,56,2,3.7,6,0,NA,NA,NA,"JP","SC","G","CP","006","BM"
"JP-SC-GC006","17","001",-1638,-1305,-1544,963,168,325,NA,30,0,0,30,0,0,0,0,0,0,0,0,0,17.3,55.3,2.7,0,6.7,0,0.1,0.1,0,"JP","SC","G","CP","006","BM"
"JP-SC-GC007","06","001",0,0,0,123,115,75,NA,101,0,0,101,0,0,0,0,0,0,0,0,0,12.3,23.7,2,4,6.7,0,16.8,16.8,0,"JP","SC","G","CP","007","BM"
"JP-SC-GC007","07","001",-4334,-2437,-3143,235,61,91,NA,0,0,0,0,0,0,0,0,0,0,0,0,16.7,10.3,27,3,7.3,10.3,0,NA,NA,NA,"JP","SC","G","CP","007","BM"
"JP-SC-GC007","08","001",-1642,-1032,-1194,549,69,131,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15.3,1,0,0.7,0,NA,NA,NA,"JP","SC","G","CP","007","BM"
"JP-SC-GC007","09","001",-2970,-2175,-2617,965,0,80,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,8.3,33.3,0.7,4.7,4.7,0,NA,NA,NA,"JP","SC","G","CP","007","BM"
"JP-SC-GC007","10","001",-2668,-1859,-2049,984,45,160,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,10,38,2,17.3,24,0,NA,NA,NA,"JP","SC","G","CP","007","BM"
"JP-SC-GC007","12","001",-1385,-1547,-1878,435,376,115,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,16,30,1.3,8,2,0,NA,NA,NA,"JP","SC","G","CP","007","BM"
"JP-SC-GC007","13","001",-2327,-2015,-2186,376,24,56,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,46.7,4.7,13,8.3,0,NA,NA,NA,"JP","SC","G","CP","007","BM"
"JP-SC-GC007","17","001",-289,-790,-605,829,0,485,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,12.3,45.7,1.7,0.3,17.7,0,NA,NA,NA,"JP","SC","G","CP","007","BM"
"JP-SC-GC008","06","001",0,0,0,13,8,29,NA,379,0,56,323,0,0,0,0,0,0,0,0,0,2.7,6.7,0,14,3.7,0,36.5,36.5,0,"JP","SC","G","CP","008","BM"
"JP-SC-GC008","07","001",0,-6,-11,16,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,38.3,1.7,4,0,22.3,10.7,0,NA,NA,NA,"JP","SC","G","CP","008","BM"
"JP-SC-GC008","08","001",0,0,0,435,24,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,7.7,0,13,4.3,0,NA,NA,NA,"JP","SC","G","CP","008","BM"
"JP-SC-GC008","09","001",0,-7,-6,1435,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,8,0,31.3,8.3,0,NA,NA,NA,"JP","SC","G","CP","008","BM"
"JP-SC-GC008","10","001",0,-14,-12,1011,176,216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,10,0.3,45.7,18,0,NA,NA,NA,"JP","SC","G","CP","008","BM"
"JP-SC-GC008","12","001",-7,-27,-40,544,184,405,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,15,0.3,25.3,9.3,0,NA,NA,NA,"JP","SC","G","CP","008","BM"
"JP-SC-GC008","13","001",0,-5,-5,504,5,72,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15.3,0.3,37.3,13.3,0,NA,NA,NA,"JP","SC","G","CP","008","BM"
"JP-SC-GC008","17","001",-5,-12,-23,456,8,347,NA,10,0,0,10,0,0,0,0,0,0,0,0,0,3,20.3,0.3,19.3,37,0,0,0,0,"JP","SC","G","CP","008","BM"
"JP-SC-GC009","06","001",0,0,0,93,3,45,NA,293,0,0,293,10,0,0,10,0,0,0,0,0,0.7,2.7,0,12,2.7,0,40.8,39.1,1.7,"JP","SC","G","CP","009","BM"
"JP-SC-GC009","07","001",0,0,0,75,0,11,NA,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0.3,3.3,0,20,15,0,NA,NA,NA,"JP","SC","G","CP","009","BM"
"JP-SC-GC009","08","001",0,0,0,485,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,10.3,1.7,0,NA,NA,NA,"JP","SC","G","CP","009","BM"
"JP-SC-GC009","09","001",0,0,0,869,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,15.4,0,45,12.1,0,NA,NA,NA,"JP","SC","G","CP","009","BM"
"JP-SC-GC009","10","001",0,0,0,896,5,64,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,9.3,0.3,63,12,0,NA,NA,NA,"JP","SC","G","CP","009","BM"
"JP-SC-GC009","12","001",0,0,0,416,64,280,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.7,0.3,36.7,10.7,0,NA,NA,NA,"JP","SC","G","CP","009","BM"
"JP-SC-GC009","13","001",0,0,0,648,21,51,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0.3,47.3,10.7,0,NA,NA,NA,"JP","SC","G","CP","009","BM"
"JP-SC-GC009","17","001",0,0,0,373,16,763,NA,0,0,0,0,10,0,0,10,0,0,0,0,0,3.3,17.7,0.3,17.3,44.3,0,0,0,0,"JP","SC","G","CP","009","BM"
"JP-SC-GC010","06","001",0,0,0,35,51,67,NA,323,0,111,212,0,0,0,0,0,0,0,0,0,4,7,1.3,11,4,0,28.5,28.5,0,"JP","SC","G","CP","010","BM"
"JP-SC-GC010","07","001",-4055,-2189,-2392,365,80,75,NA,0,0,0,0,0,0,0,0,0,0,0,0,35,5.3,5.3,0.7,13.7,5.3,0,NA,NA,NA,"JP","SC","G","CP","010","BM"
"JP-SC-GC010","08","001",-1683,-788,-917,291,24,45,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.3,0.3,4.7,0.7,0,NA,NA,NA,"JP","SC","G","CP","010","BM"
"JP-SC-GC010","09","001",-2315,-977,-1264,720,16,11,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,4,10,1,22.3,5,0,NA,NA,NA,"JP","SC","G","CP","010","BM"
"JP-SC-GC010","10","001",-3693,-1554,-1945,501,11,21,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,2.3,6,2.3,39,16.3,0,NA,NA,NA,"JP","SC","G","CP","010","BM"
"JP-SC-GC010","12","001",-3093,-1360,-1677,469,245,61,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,10,7.3,3.3,18,6.7,0,NA,NA,NA,"JP","SC","G","CP","010","BM"
"JP-SC-GC010","13","001",-655,-337,-372,240,11,27,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,13.7,21.3,3,34,11,0,NA,NA,NA,"JP","SC","G","CP","010","BM"
"JP-SC-GC010","17","001",-1853,-999,-1218,619,157,259,NA,40,0,0,40,0,0,0,0,0,0,0,0,0,13.3,18.7,4,5.3,39,0,0.1,0.1,0,"JP","SC","G","CP","010","BM"
"JP-SC-GC011","06","001",0,0,0,123,139,93,NA,232,0,111,121,0,0,0,0,0,0,0,0,0,11.3,14.3,1.7,4,1,0,15.5,15.5,0,"JP","SC","G","CP","011","BM"
"JP-SC-GC011","07","001",-2285,-1631,-2412,205,69,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,15.3,11.3,15,1.3,5.3,11.7,0,NA,NA,NA,"JP","SC","G","CP","011","BM"
"JP-SC-GC011","08","001",-1092,-702,-905,451,51,40,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,12.7,21.3,3.7,1,1.3,0,NA,NA,NA,"JP","SC","G","CP","011","BM"
"JP-SC-GC011","09","001",-1359,-844,-1210,755,0,0,NA,111,0,111,0,0,0,0,0,0,0,0,0,0.7,8.3,34.7,6,13,3.3,0,NA,NA,NA,"JP","SC","G","CP","011","BM"
"JP-SC-GC011","10","001",-1432,-1001,-1190,1144,29,61,NA,111,0,111,0,0,0,0,0,0,0,0,0,0.7,7.3,31.7,5.7,18.3,6.3,0,NA,NA,NA,"JP","SC","G","CP","011","BM"
"JP-SC-GC011","12","001",-758,-563,-742,856,475,229,NA,56,0,56,0,0,0,0,0,0,0,0,0,0.7,14.7,25.7,8.7,15,0.7,0,NA,NA,NA,"JP","SC","G","CP","011","BM"
"JP-SC-GC011","13","001",-1014,-1101,-1203,469,19,83,NA,56,0,56,0,0,0,0,0,0,0,0,0,0.7,16,40.3,4.3,12.7,4.3,0,NA,NA,NA,"JP","SC","G","CP","011","BM"
"JP-SC-GC011","16","001",NA,NA,NA,NA,NA,496,179,0,0,0,0,0,0,0,0,0,0,0,0,0.7,10.7,29.3,3.7,0.7,6.3,0,NA,NA,NA,"JP","SC","G","CP","011","BM"
"JP-SC-GC011","17","001",-421,-407,-467,965,21,235,NA,197,0,167,30,0,0,0,0,0,0,0,0,0.3,14,35.7,5,0.3,8.7,0,0.1,0.1,0,"JP","SC","G","CP","011","BM"
"JP-SC-GC012","06","001",0,0,0,123,133,120,NA,147,0,56,91,0,0,0,0,0,0,0,0,0,12.7,13,1.7,4.3,4,0,16.6,16.6,0,"JP","SC","G","CP","012","BM"
"JP-SC-GC012","07","001",-5871,-3151,-4031,331,149,35,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.7,14.3,13.3,1,7,9.3,0,NA,NA,NA,"JP","SC","G","CP","012","BM"
"JP-SC-GC012","08","001",-2156,-1523,-1872,451,0,40,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.7,0.3,0.7,0.3,0,NA,NA,NA,"JP","SC","G","CP","012","BM"
"JP-SC-GC012","09","001",-2175,-1524,-2055,680,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26.3,0,10.3,4,0,NA,NA,NA,"JP","SC","G","CP","012","BM"
"JP-SC-GC012","10","001",-2565,-1637,-1674,971,109,75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,24.7,2.3,18.3,7,0,NA,NA,NA,"JP","SC","G","CP","012","BM"
"JP-SC-GC012","12","001",-1005,-834,-1044,411,384,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29.3,0.7,4.3,7,0,NA,NA,NA,"JP","SC","G","CP","012","BM"
"JP-SC-GC012","13","001",-1160,-791,-978,381,16,96,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,36.7,4.7,16.7,4.7,0,NA,NA,NA,"JP","SC","G","CP","012","BM"
"JP-SC-GC012","17","001",-1852,-1214,-1832,1155,152,744,NA,20,0,0,20,0,0,0,0,0,0,0,0,0,14,36,1,0,12.3,0,0.1,0.1,0,"JP","SC","G","CP","012","BM"
"JP-SC-GC013","06","001",0,0,0,91,40,75,NA,374,0,222,152,10,0,0,10,0,0,0,0,0.3,6,12.3,1.3,4.7,8,0,24.6,23.7,0.9,"JP","SC","G","CP","013","BM"
"JP-SC-GC013","07","001",-495,-385,-517,109,45,11,NA,0,0,0,0,0,0,0,0,0,0,0,0,23,7.7,8.7,1.3,4.3,8.7,0,NA,NA,NA,"JP","SC","G","CP","013","BM"
"JP-SC-GC013","08","001",-202,-199,-254,205,0,11,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,12.7,0.7,1.7,2.3,0,NA,NA,NA,"JP","SC","G","CP","013","BM"
"JP-SC-GC013","09","001",-384,-279,-340,1275,0,29,NA,945,889,56,0,0,0,0,0,0,0,0,0,0,7.7,22,2,13.7,7,0,NA,NA,NA,"JP","SC","G","CP","013","BM"
"JP-SC-GC013","10","001",-419,-311,-388,1504,91,85,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,8.7,23,5.7,30.7,7.3,0,NA,NA,NA,"JP","SC","G","CP","013","BM"
"JP-SC-GC013","12","001",-483,-350,-450,744,371,141,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,33.3,4.7,15.3,8.7,0,NA,NA,NA,"JP","SC","G","CP","013","BM"
"JP-SC-GC013","13","001",0,-50,-6,355,32,24,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,14.7,31.3,6.3,18.7,5.7,0,NA,NA,NA,"JP","SC","G","CP","013","BM"
"JP-SC-GC013","16","001",NA,NA,NA,NA,NA,805,720,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,27.7,3,3.3,8.7,0,NA,NA,NA,"JP","SC","G","CP","013","BM"
"JP-SC-GC013","17","001",-37,-158,-198,605,48,336,NA,86,0,56,30,0,0,0,0,0,0,0,0,0,22.3,36.3,4,0.7,21.7,0,0.1,0.1,0,"JP","SC","G","CP","013","BM"
"JP-SC-GC014","06","001",0,0,0,45,5,27,NA,379,0,167,212,10,0,0,10,0,0,0,0,0,7.7,5.7,1.3,0.7,14.3,0,29.8,29.8,0,"JP","SC","G","CP","014","BM"
"JP-SC-GC014","07","001",-942,-558,-883,125,24,16,NA,0,0,0,0,0,0,0,0,0,0,0,0,23,11.7,6.7,2.7,0.3,10.7,0,NA,NA,NA,"JP","SC","G","CP","014","BM"
"JP-SC-GC014","08","001",-150,-301,-339,56,0,16,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,3.3,2,2.3,0,1,0,NA,NA,NA,"JP","SC","G","CP","014","BM"
"JP-SC-GC014","09","001",-331,-314,-418,635,0,21,NA,111,0,111,0,0,0,0,0,0,0,0,0,0,5,11,1,4,13.7,0,NA,NA,NA,"JP","SC","G","CP","014","BM"
"JP-SC-GC014","10","001",-542,-393,-562,531,184,24,NA,111,0,111,0,0,0,0,0,0,0,0,0,0,5,8,5,14.7,26,0,NA,NA,NA,"JP","SC","G","CP","014","BM"
"JP-SC-GC014","12","001",-479,-433,-570,291,184,0,NA,56,0,56,0,0,0,0,0,0,0,0,0,0,13,24.3,1.7,3.7,1,0,NA,NA,NA,"JP","SC","G","CP","014","BM"
"JP-SC-GC014","13","001",-463,-352,-446,251,24,117,NA,111,0,111,0,0,0,0,0,0,0,0,0,0.7,18.3,22.3,6.7,18.3,10.3,0,NA,NA,NA,"JP","SC","G","CP","014","BM"
"JP-SC-GC014","16","001",NA,NA,NA,NA,NA,824,429,0,0,0,0,0,0,0,0,0,0,0,0,0.3,13.7,17.3,3.7,2.3,8,0.3,NA,NA,NA,"JP","SC","G","CP","014","BM"
"JP-SC-GC014","17","001",-620,-677,-785,1200,16,760,NA,107,0,56,51,0,0,0,0,0,0,0,0,0,16,20.7,4,1,13.7,0,0.3,0.3,0,"JP","SC","G","CP","014","BM"
