"subplot_id","year","speriod","tree_ltr_ld","tree_duff_ld","tree_ltr_depth","tree_duff_depth","tree_ltr_bulkd","tree_duff_bulkd","tree_cover_ttl","tree_cvr_CELE3","tree_cvr_JUOC","tree_cvr_JUOS","tree_cvr_PIED","tree_cvr_PIMO","tree_cvr_PIPO","live_tree_ltr_duff_ld","dead_tree_ltr_duff_ld","tree_ltr_duff_ld","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase"
"JP-SC-BC017","06","001",14185,1133,3.4,0.1,41.7,113.3,21.5,0,0,21.5,0,0,0,NA,NA,NA,"JP","SC","B","CP","017","FI","2"
"JP-SC-BC017","08","001",6641,NA,1.4,0,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","B","CP","017","FI","2"
"JP-SC-BC017","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","B","CP","017","FI","2"
"JP-SC-BC017","17","001",NA,NA,NA,NA,NA,NA,0.2,0,0,0.2,0,0,0,NA,NA,NA,"JP","SC","B","CP","017","FI","2"
"JP-SC-BC018","06","001",16087,NA,3.8,0,42.3,NA,21.2,0,0,20.7,0.5,0,0,NA,NA,NA,"JP","SC","B","CP","018","FI","2"
"JP-SC-BC018","08","001",8866,NA,2.1,0,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","B","CP","018","FI","2"
"JP-SC-BC018","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","B","CP","018","FI","2"
"JP-SC-BC018","17","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,"JP","SC","B","CP","018","FI","2"
"JP-SC-BC025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JP-SC-CC001","06","001",5927,NA,2.2,0,26.9,NA,26.9,0,0,26.9,0,0,0,NA,NA,NA,"JP","SC","C","CP","001","CO","2"
"JP-SC-CC001","08","001",14152,NA,3.4,0,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","001","CO","2"
"JP-SC-CC001","17","001",NA,NA,NA,NA,NA,NA,19.5,0,0,19.5,0,0,0,6826,1645,8471,"JP","SC","C","CP","001","CO","2"
"JP-SC-CC002","06","001",6212,NA,4,0,15.5,NA,10.9,0,0,10.5,0.4,0,0,NA,NA,NA,"JP","SC","C","CP","002","CO","1"
"JP-SC-CC002","08","001",6238,NA,3.8,0,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","002","CO","1"
"JP-SC-CC002","17","001",NA,NA,NA,NA,NA,NA,14,0,0,13.5,0.5,0,0,6843,NA,6843,"JP","SC","C","CP","002","CO","1"
"JP-SC-CC003","06","001",2388,NA,3,0,8,NA,5.9,0,0,5.4,0.5,0,0,NA,NA,NA,"JP","SC","C","CP","003","CO","1"
"JP-SC-CC003","08","001",1183,NA,1.2,0,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","003","CO","1"
"JP-SC-CC003","17","001",NA,NA,NA,NA,NA,NA,7.8,0,0,7,0.8,0,0,3160,NA,3160,"JP","SC","C","CP","003","CO","1"
"JP-SC-CC004","06","001",6709,NA,4.2,0,16,NA,13.6,0,0,12.7,0.9,0,0,NA,NA,NA,"JP","SC","C","CP","004","CO","2"
"JP-SC-CC004","08","001",9936,NA,4.6,0,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","004","CO","2"
"JP-SC-CC004","17","001",NA,NA,NA,NA,NA,NA,15.9,0,0,14.4,1.5,0,0,7709,NA,7709,"JP","SC","C","CP","004","CO","2"
"JP-SC-CC005","06","001",1895,NA,1.6,0,11.8,NA,7,0,0,5,2,0,0,NA,NA,NA,"JP","SC","C","CP","005","CO","1"
"JP-SC-CC005","08","001",1819,NA,1.6,0,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","005","CO","1"
"JP-SC-CC005","17","001",NA,NA,NA,NA,NA,NA,9.5,0,0,6.9,2.6,0,0,3028,NA,3028,"JP","SC","C","CP","005","CO","1"
"JP-SC-CC006","06","001",1119,NA,1.6,0,7,NA,5.2,0,0,4.5,0.7,0,0,NA,NA,NA,"JP","SC","C","CP","006","CO","1"
"JP-SC-CC006","08","001",972,NA,1,0,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","006","CO","1"
"JP-SC-CC006","17","001",NA,NA,NA,NA,NA,NA,6.7,0,0,5.1,1.6,0,0,2408,NA,2408,"JP","SC","C","CP","006","CO","1"
"JP-SC-CC007","06","001",4717,NA,1.4,0,33.7,NA,14.5,0,0,13.4,1.1,0,0,NA,NA,NA,"JP","SC","C","CP","007","CO","2"
"JP-SC-CC007","08","001",5742,NA,2.1,0,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","007","CO","2"
"JP-SC-CC007","17","001",NA,NA,NA,NA,NA,NA,21.3,0,0,18.6,2.7,0,0,12179,NA,12179,"JP","SC","C","CP","007","CO","2"
"JP-SC-CC008","06","001",28187,3313,4.1,0.5,68.7,66.3,37.3,0,0,37.3,0,0,0,NA,NA,NA,"JP","SC","C","CP","008","CO","3"
"JP-SC-CC008","08","001",24026,NA,4.7,0,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","008","CO","3"
"JP-SC-CC008","17","001",NA,NA,NA,NA,NA,NA,41.6,0,0,41.6,0,0,0,27076,NA,27076,"JP","SC","C","CP","008","CO","3"
"JP-SC-CC009","06","001",35910,1480,3.8,0.1,94.5,148,39.2,0,0,38.5,0.7,0,0,NA,NA,NA,"JP","SC","C","CP","009","CO","3"
"JP-SC-CC009","08","001",27823,NA,4.1,0,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","009","CO","3"
"JP-SC-CC009","17","001",NA,NA,NA,NA,NA,NA,36.3,0,0,36.3,0,0,0,20814,7947,28761,"JP","SC","C","CP","009","CO","3"
"JP-SC-CC010","06","001",16166,1476,2.6,0.2,62.2,73.8,27.1,0,0,25.8,1.3,0,0,NA,NA,NA,"JP","SC","C","CP","010","CO","2"
"JP-SC-CC010","08","001",14224,NA,3.2,0,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","010","CO","2"
"JP-SC-CC010","17","001",NA,NA,NA,NA,NA,NA,34.1,0,0,33.6,0.5,0,0,12951,NA,12951,"JP","SC","C","CP","010","CO","2"
"JP-SC-CC011","06","001",21135,6092,2.6,0.6,81.3,101.5,39.9,0,0,38.3,1.6,0,0,NA,NA,NA,"JP","SC","C","CP","011","CO","3"
"JP-SC-CC011","08","001",15292,NA,2.5,0,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","011","CO","3"
"JP-SC-CC011","17","001",NA,NA,NA,NA,NA,NA,39.4,0,0,38.1,1.3,0,0,15474,NA,15474,"JP","SC","C","CP","011","CO","3"
"JP-SC-CC012","06","001",12597,453,3.2,0.1,39.4,45.3,37.8,0,0,35.6,2.2,0,0,NA,NA,NA,"JP","SC","C","CP","012","CO","3"
"JP-SC-CC012","08","001",15754,NA,2.7,0,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","012","CO","3"
"JP-SC-CC012","17","001",NA,NA,NA,NA,NA,NA,28.9,0,0,28.4,0.5,0,0,11837,5239,17076,"JP","SC","C","CP","012","CO","3"
"JP-SC-CC013","06","001",4336,NA,2.2,0,19.7,NA,16.8,0,0,16.3,0.5,0,0,NA,NA,NA,"JP","SC","C","CP","013","CO","2"
"JP-SC-CC013","08","001",4217,NA,1.6,0,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","013","CO","2"
"JP-SC-CC013","17","001",NA,NA,NA,NA,NA,NA,20.6,0,0,20.6,0,0,0,9850,NA,9850,"JP","SC","C","CP","013","CO","2"
"JP-SC-CC014","06","001",16924,3081,2.8,0.6,60.4,51.4,47,0,0,43.2,3.8,0,0,NA,NA,NA,"JP","SC","C","CP","014","CO","3"
"JP-SC-CC014","08","001",10683,NA,1.8,0,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","C","CP","014","CO","3"
"JP-SC-CC014","17","001",NA,NA,NA,NA,NA,NA,49.7,0,0,45.8,3.9,0,0,19742,NA,19742,"JP","SC","C","CP","014","CO","3"
"JP-SC-GC001","06","001",40383,12529,4,0.8,101,156.6,50.3,0,0,50.3,0,0,0,NA,NA,NA,"JP","SC","G","CP","001","BM","2"
"JP-SC-GC001","08","001",32043,NA,3.3,0,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","001","BM","2"
"JP-SC-GC001","17","001",NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,0,0,0,NA,11,11,"JP","SC","G","CP","001","BM","2"
"JP-SC-GC002","06","001",20903,4456,3.7,0.6,56.5,74.3,26.5,0,0,26.5,0,0,0,NA,NA,NA,"JP","SC","G","CP","002","BM","2"
"JP-SC-GC002","08","001",10051,NA,2.8,0,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","002","BM","2"
"JP-SC-GC002","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"JP","SC","G","CP","002","BM","2"
"JP-SC-GC003","06","001",5602,165,2.9,0.1,19.3,16.5,9.1,0,0,9,0.1,0,0,NA,NA,NA,"JP","SC","G","CP","003","BM","1"
"JP-SC-GC003","08","001",5608,NA,3.2,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","003","BM","1"
"JP-SC-GC003","17","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,3,3,"JP","SC","G","CP","003","BM","1"
"JP-SC-GC004","06","001",7669,1881,3.9,1,19.7,18.8,8.7,0,0,8.7,0,0,0,NA,NA,NA,"JP","SC","G","CP","004","BM","1"
"JP-SC-GC004","08","001",3659,NA,2.3,0,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","004","BM","1"
"JP-SC-GC004","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"JP","SC","G","CP","004","BM","1"
"JP-SC-GC005","06","001",11187,1747,3.1,0.4,36.1,43.7,16.1,0,0,16.1,0,0,0,NA,NA,NA,"JP","SC","G","CP","005","BM","1"
"JP-SC-GC005","08","001",8773,NA,2.7,0,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","005","BM","1"
"JP-SC-GC005","17","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,7,7,"JP","SC","G","CP","005","BM","1"
"JP-SC-GC006","06","001",6965,1077,4.1,0.6,17,17.9,9.7,0,0,9.7,0,0,0,NA,NA,NA,"JP","SC","G","CP","006","BM","1"
"JP-SC-GC006","08","001",1545,NA,1.7,0,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","006","BM","1"
"JP-SC-GC006","17","001",NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,0,0,0,NA,3,3,"JP","SC","G","CP","006","BM","1"
"JP-SC-GC007","06","001",10193,1846,3.4,0.4,30,46.1,16.8,0,0,16.8,0,0,0,NA,NA,NA,"JP","SC","G","CP","007","BM","2"
"JP-SC-GC007","08","001",7039,NA,2.2,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","007","BM","2"
"JP-SC-GC007","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"JP","SC","G","CP","007","BM","2"
"JP-SC-GC008","06","001",19016,NA,2.6,0,73.1,NA,36.5,0,0,36.5,0,0,0,NA,NA,NA,"JP","SC","G","CP","008","BM","3"
"JP-SC-GC008","08","001",8777,NA,1.9,0,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","008","BM","3"
"JP-SC-GC008","17","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,3,3,"JP","SC","G","CP","008","BM","3"
"JP-SC-GC009","06","001",18437,NA,2.3,0,80.2,NA,40.8,0,0,39.1,1.7,0,0,NA,NA,NA,"JP","SC","G","CP","009","BM","3"
"JP-SC-GC009","08","001",22023,NA,3.3,0,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","009","BM","3"
"JP-SC-GC009","17","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,5,5,"JP","SC","G","CP","009","BM","3"
"JP-SC-GC010","06","001",11876,NA,2.3,0,51.6,NA,28.5,0,0,28.5,0,0,0,NA,NA,NA,"JP","SC","G","CP","010","BM","2"
"JP-SC-GC010","08","001",10177,NA,2.3,0,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","010","BM","2"
"JP-SC-GC010","17","001",NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,0,0,0,NA,17,17,"JP","SC","G","CP","010","BM","2"
"JP-SC-GC011","06","001",7511,NA,2.7,0,27.8,NA,15.5,0,0,15.5,0,0,0,NA,NA,NA,"JP","SC","G","CP","011","BM","2"
"JP-SC-GC011","08","001",8225,NA,2.7,0,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","011","BM","2"
"JP-SC-GC011","17","001",NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,0,0,0,NA,29,29,"JP","SC","G","CP","011","BM","2"
"JP-SC-GC012","06","001",9233,NA,2.7,0,34.2,NA,16.6,0,0,16.6,0,0,0,NA,NA,NA,"JP","SC","G","CP","012","BM","1"
"JP-SC-GC012","08","001",7801,NA,2.5,0,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","012","BM","1"
"JP-SC-GC012","17","001",NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,0,0,0,NA,17,17,"JP","SC","G","CP","012","BM","1"
"JP-SC-GC013","06","001",11152,NA,2.4,0,46.5,NA,24.6,0,0,23.7,0.9,0,0,NA,NA,NA,"JP","SC","G","CP","013","BM","2"
"JP-SC-GC013","08","001",12269,NA,2.6,0,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","013","BM","2"
"JP-SC-GC013","17","001",NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,0,0,0,NA,6,6,"JP","SC","G","CP","013","BM","2"
"JP-SC-GC014","06","001",11892,NA,2.6,0,45.7,NA,29.8,0,0,29.8,0,0,0,NA,NA,NA,"JP","SC","G","CP","014","BM","3"
"JP-SC-GC014","08","001",15021,NA,2.9,0,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","G","CP","014","BM","3"
"JP-SC-GC014","17","001",NA,NA,NA,NA,NA,NA,0.3,0,0,0.3,0,0,0,NA,78,78,"JP","SC","G","CP","014","BM","3"
"JP-SC-MC002","06","001",18953,1794,2.2,0.3,86.1,59.8,41.2,0,0,41,0.2,0,0,NA,NA,NA,"JP","SC","M","CP","002","ME","3"
"JP-SC-MC002","08","001",34198,NA,5.7,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","002","ME","3"
"JP-SC-MC002","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","002","ME","3"
"JP-SC-MC002","17","001",NA,NA,NA,NA,NA,NA,0.6,0,0,0.6,0,0,0,43,90,133,"JP","SC","M","CP","002","ME","3"
"JP-SC-MC003","06","001",12387,2145,1.9,0.3,65.2,71.5,27.8,0,0,27.8,0,0,0,NA,NA,NA,"JP","SC","M","CP","003","ME","2"
"JP-SC-MC003","08","001",10172,NA,1.9,0,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","003","ME","2"
"JP-SC-MC003","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","003","ME","2"
"JP-SC-MC003","17","001",NA,NA,NA,NA,NA,NA,0.2,0,0,0.2,0,0,0,NA,37,37,"JP","SC","M","CP","003","ME","2"
"JP-SC-MC004","06","001",16170,NA,2.3,0,70.3,NA,25.7,0,0,25.7,0,0,0,NA,NA,NA,"JP","SC","M","CP","004","ME","2"
"JP-SC-MC004","08","001",16341,NA,3.3,0,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","004","ME","2"
"JP-SC-MC004","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","004","ME","2"
"JP-SC-MC004","17","001",NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,NA,184,184,"JP","SC","M","CP","004","ME","2"
"JP-SC-MC005","06","001",13134,NA,2.6,0,50.5,NA,20.9,0,0,20.7,0.2,0,0,NA,NA,NA,"JP","SC","M","CP","005","ME","2"
"JP-SC-MC005","08","001",7308,NA,2.5,0,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","005","ME","2"
"JP-SC-MC005","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","005","ME","2"
"JP-SC-MC005","17","001",NA,NA,NA,NA,NA,NA,0.4,0,0,0.1,0.3,0,0,29,37,66,"JP","SC","M","CP","005","ME","2"
"JP-SC-MC007","06","001",23850,NA,4.7,0,50.7,NA,20.7,0,0,20.7,0,0,0,NA,NA,NA,"JP","SC","M","CP","007","ME","2"
"JP-SC-MC007","08","001",16860,NA,3.7,0,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","007","ME","2"
"JP-SC-MC007","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","007","ME","2"
"JP-SC-MC007","17","001",NA,NA,NA,NA,NA,NA,0.7,0,0,0.7,0,0,0,NA,155,155,"JP","SC","M","CP","007","ME","2"
"JP-SC-MC008","06","001",14988,NA,3.2,0,46.8,NA,30.9,0,0,30.1,0.8,0,0,NA,NA,NA,"JP","SC","M","CP","008","ME","2"
"JP-SC-MC008","08","001",19754,NA,3.3,0,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","008","ME","2"
"JP-SC-MC008","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","008","ME","2"
"JP-SC-MC008","17","001",NA,NA,NA,NA,NA,NA,0.6,0,0,0.6,0,0,0,NA,210,210,"JP","SC","M","CP","008","ME","2"
"JP-SC-MC009","06","001",14492,NA,2.6,0,55.7,NA,31.1,0,0,31.1,0,0,0,NA,NA,NA,"JP","SC","M","CP","009","ME","2"
"JP-SC-MC009","08","001",15402,NA,2.6,0,59.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","009","ME","2"
"JP-SC-MC009","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","009","ME","2"
"JP-SC-MC009","17","001",NA,NA,NA,NA,NA,NA,1.3,0,0,1.3,0,0,0,28,381,409,"JP","SC","M","CP","009","ME","2"
"JP-SC-MC010","06","001",7217,NA,2.6,0,27.8,NA,16,0,0,14.7,1.3,0,0,NA,NA,NA,"JP","SC","M","CP","010","ME","1"
"JP-SC-MC010","08","001",11036,NA,3.6,0,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","010","ME","1"
"JP-SC-MC010","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","010","ME","1"
"JP-SC-MC010","17","001",NA,NA,NA,NA,NA,NA,0.6,0,0,0.6,0,0,0,NA,85,85,"JP","SC","M","CP","010","ME","1"
"JP-SC-MC011","06","001",13387,2689,1.7,0.3,78.7,89.6,33.6,0,0,30.6,3,0,0,NA,NA,NA,"JP","SC","M","CP","011","ME","3"
"JP-SC-MC011","08","001",15385,NA,3.4,0,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","011","ME","3"
"JP-SC-MC011","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","011","ME","3"
"JP-SC-MC011","17","001",NA,NA,NA,NA,NA,NA,0.3,0,0,0.3,0,0,0,NA,19,19,"JP","SC","M","CP","011","ME","3"
"JP-SC-MC012","06","001",19717,5366,3.1,0.6,63.6,89.4,40.3,0,0,34.4,5.9,0,0,NA,NA,NA,"JP","SC","M","CP","012","ME","3"
"JP-SC-MC012","08","001",29209,NA,5.6,0,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","012","ME","3"
"JP-SC-MC012","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","012","ME","3"
"JP-SC-MC012","17","001",NA,NA,NA,NA,NA,NA,1.3,0,0,1.2,0,0.1,0,NA,162,162,"JP","SC","M","CP","012","ME","3"
"JP-SC-MC013","06","001",24156,5272,2.5,0.4,96.6,131.8,42.5,0,0,39.7,2.8,0,0,NA,NA,NA,"JP","SC","M","CP","013","ME","3"
"JP-SC-MC013","08","001",30093,NA,4.7,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","013","ME","3"
"JP-SC-MC013","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","013","ME","3"
"JP-SC-MC013","17","001",NA,NA,NA,NA,NA,NA,1.1,0,0,1.1,0,0,0,NA,52,52,"JP","SC","M","CP","013","ME","3"
"JP-SC-MC016","06","001",9391,NA,5.2,0,18.1,NA,8,0,0,8,0,0,0,NA,NA,NA,"JP","SC","M","CP","016","ME","1"
"JP-SC-MC016","08","001",5268,NA,3.2,0,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","016","ME","1"
"JP-SC-MC016","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","016","ME","1"
"JP-SC-MC016","17","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,21,21,"JP","SC","M","CP","016","ME","1"
"JP-SC-MC019","06","001",5426,NA,2.1,0,25.8,NA,8.8,0,0,8.8,0,0,0,NA,NA,NA,"JP","SC","M","CP","019","ME","1"
"JP-SC-MC019","08","001",4720,NA,2.6,0,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","019","ME","1"
"JP-SC-MC019","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","019","ME","1"
"JP-SC-MC019","17","001",NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,NA,160,160,"JP","SC","M","CP","019","ME","1"
"JP-SC-MC020","06","001",9652,NA,3.8,0,25.4,NA,15.7,0,0,15.7,0,0,0,NA,NA,NA,"JP","SC","M","CP","020","ME","2"
"JP-SC-MC020","08","001",10584,NA,3.3,0,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","SC","M","CP","020","ME","2"
"JP-SC-MC020","10","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,"JP","SC","M","CP","020","ME","2"
"JP-SC-MC020","17","001",NA,NA,NA,NA,NA,NA,0.4,0,0,0.4,0,0,0,NA,44,44,"JP","SC","M","CP","020","ME","2"
"JP-SV-BC005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJ-MC-BC002","06","001",8867,4380,4.9,1.4,18.1,31.3,23.4,0,0,18.4,0,5,0,NA,NA,NA,"PJ","MC","B","CP","002","FI","2"
"PJ-MC-BC002","07","001",5323,NA,1.3,NA,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","002","FI","2"
"PJ-MC-BC002","08","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","002","FI","2"
"PJ-MC-BC002","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","002","FI","2"
"PJ-MC-BC002","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","002","FI","2"
"PJ-MC-BC002","16","001",NA,NA,NA,NA,NA,NA,6,0,0,5.9,0,0.1,0,NA,1075,1075,"PJ","MC","B","CP","002","FI","2"
"PJ-MC-BC003","06","001",7293,9814,4.4,2.1,16.6,46.7,19.6,0,0,18.6,0,1,0,NA,NA,NA,"PJ","MC","B","CP","003","FI","2"
"PJ-MC-BC003","07","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","003","FI","2"
"PJ-MC-BC003","08","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","003","FI","2"
"PJ-MC-BC003","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","003","FI","2"
"PJ-MC-BC003","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","003","FI","2"
"PJ-MC-BC003","16","001",NA,NA,NA,NA,NA,NA,1.9,0,0,1.8,0,0.1,0,NA,668,668,"PJ","MC","B","CP","003","FI","2"
"PJ-MC-BC004","06","001",7803,6494,5.4,2.1,14.4,30.9,18.8,0,0,12.4,0,6.4,0,NA,NA,NA,"PJ","MC","B","CP","004","FI","2"
"PJ-MC-BC004","07","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","004","FI","2"
"PJ-MC-BC004","08","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","004","FI","2"
"PJ-MC-BC004","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","004","FI","2"
"PJ-MC-BC004","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","MC","B","CP","004","FI","2"
"PJ-MC-BC004","16","001",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,"PJ","MC","B","CP","004","FI","2"
"PJ-MC-BC005","06","001",5406,389,3.4,0.2,15.9,19.4,18.2,0,0,9.5,0,8.7,0,NA,NA,NA,"PJ","MC","B","CP","005","FI","1"
